name,appid,developer,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,genre,tags
Source Filmmaker,1840,Valve,Valve,22993,1580,"1,000,000 .. 2,000,000",993,3,52,3,0,0,0,963,"Animation & Modeling, Video Production","{'Animation & Modeling': 650, 'Free to Play': 459, 'Video Production': 459, 'Software': 366, 'Movie': 277, 'Sandbox': 187, 'Difficult': 179, 'Funny': 146, 'Comedy': 117, 'Singleplayer': 105, 'Moddable': 95, 'Character Customization': 84, 'Memes': 70, 'Anime': 47, 'Great Soundtrack': 32, 'Games Workshop': 21, 'Sexual Content': 11, 'Adventure': 10, 'Nudity': 10, 'Illuminati': 10}"
METAL GEAR SOLID V: THE PHANTOM PAIN,287700,Konami Digital Entertainment,Konami Digital Entertainment,56512,6094,"1,000,000 .. 2,000,000",2724,451,1199,451,1999,1999,0,1809,"Action, Adventure","{'Stealth': 2608, 'Open World': 2044, 'Action': 1809, 'Story Rich': 1741, 'Tactical': 1703, 'Cinematic': 1387, 'Great Soundtrack': 1314, 'Third Person': 1292, 'Singleplayer': 1092, 'Atmospheric': 998, 'Adventure': 901, 'Horses': 883, 'Multiplayer': 835, 'Third-Person Shooter': 813, 'Shooter': 741, 'Replay Value': 736, 'Sandbox': 718, 'Dark': 599, 'Sci-fi': 528, 'Heist': 123}"
Endless Space - Definitive Edition,208140,AMPLITUDE Studios,SEGA,6796,1670,"1,000,000 .. 2,000,000",715,241,348,399,999,999,0,65,Strategy,"{'Strategy': 984, '4X': 533, 'Space': 527, 'Sci-fi': 394, 'Turn-Based Strategy': 376, 'Turn-Based': 350, 'Multiplayer': 204, 'Singleplayer': 189, 'Indie': 164, 'Exploration': 128, 'Great Soundtrack': 123, 'Futuristic': 115, 'Diplomacy': 89, 'Grand Strategy': 86, 'Aliens': 72, 'Simulation': 49, 'Atmospheric': 40, 'Replay Value': 40, 'Management': 32, 'Sandbox': 17}"
Creative Destruction,893520,NetEase Games,NetEase Games,12859,3408,"1,000,000 .. 2,000,000",627,0,208,0,0,0,0,191,"Action, Adventure, Casual, Massively Multiplayer","{'Multiplayer': 309, 'Battle Royale': 282, 'Shooter': 252, 'Free to Play': 246, 'Action': 245, 'FPS': 146, 'Building': 138, 'Massively Multiplayer': 124, 'First-Person': 120, 'Third Person': 108, 'Third-Person Shooter': 98, 'Adventure': 91, 'PvP': 90, 'Controller': 79, 'Casual': 77, 'Destruction': 64, 'Survival': 57, 'Co-op': 56, 'Open World': 51, 'Online Co-Op': 45}"
Tom Clancy's Ghost Recon Wildlands,460930,"Ubisoft Paris, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Montpellier, Ubisoft Milan, Reflections, Ubisoft Belgrade",Ubisoft,40384,11945,"1,000,000 .. 2,000,000",2629,669,1347,847,4999,4999,0,1981,"Action, Adventure","{'Open World': 1401, 'Shooter': 1123, 'Co-op': 902, 'Action': 895, 'Multiplayer': 879, 'Tactical': 834, 'Stealth': 828, 'Third-Person Shooter': 727, 'Singleplayer': 683, 'Military': 680, 'FPS': 525, 'Online Co-Op': 499, 'Adventure': 484, 'Third Person': 478, 'Survival': 345, 'Strategy': 317, 'Sandbox': 312, 'First-Person': 296, 'Atmospheric': 268, 'PvP': 224}"
Hotline Miami 2: Wrong Number,274170,Dennaton Games,Devolver Digital,30896,2382,"1,000,000 .. 2,000,000",690,178,334,259,499,499,0,223,"Action, Indie","{'Great Soundtrack': 1700, 'Gore': 1312, 'Pixel Graphics': 1190, 'Violent': 1174, 'Action': 1106, 'Fast-Paced': 1039, 'Difficult': 986, 'Retro': 821, 'Top-Down': 811, 'Indie': 797, '1980s': 788, 'Singleplayer': 681, 'Atmospheric': 650, 'Top-Down Shooter': 609, 'Blood': 519, '2D': 506, 'Shooter': 465, 'Arcade': 400, 'Level Editor': 400, ""1990's"": 376}"
Evolvation,510840,"Eric Ruts, Jacob Kooiman",HyperReuts,625,273,"1,000,000 .. 2,000,000",794,0,311,0,999,999,0,7,"Action, Casual, Indie, Massively Multiplayer, Simulation","{'Massively Multiplayer': 2583, 'Action': 45, 'Casual': 43, 'Indie': 42, 'Simulation': 41, 'Space': 26, 'Multiplayer': 15, 'Arcade': 10, 'Sci-fi': 8}"
Natural Selection 2,4920,Unknown Worlds Entertainment,Unknown Worlds Entertainment,10065,1699,"100,000 .. 200,000",8597,0,170,0,999,999,0,100,"Action, Indie, Strategy","{'Multiplayer': 617, 'Strategy': 592, 'FPS': 568, 'Team-Based': 505, 'Action': 463, 'Sci-fi': 386, 'RTS': 368, 'Aliens': 320, 'Indie': 309, 'Competitive': 259, 'Shooter': 208, 'Co-op': 187, 'Moddable': 174, 'Tactical': 174, 'First-Person': 145, 'Space': 121, 'Atmospheric': 113, 'Futuristic': 113, 'Online Co-Op': 109, 'Adventure': 46}"
Dead Space 2,47780,Visceral Games,Electronic Arts,13523,789,"1,000,000 .. 2,000,000",547,0,438,0,1999,1999,0,56,"Action, Adventure","{'Horror': 785, 'Survival Horror': 593, 'Third-Person Shooter': 587, 'Shooter': 582, 'Survival': 577, 'Third Person': 571, 'Story Rich': 565, 'Action': 563, 'Sci-fi': 480, 'Space': 472, 'Atmospheric': 348, 'Aliens': 343, 'Adventure': 342, 'Combat': 338, 'Multiplayer': 337, 'Singleplayer': 337, 'Futuristic': 337, 'Gore': 325, 'Co-op': 188, 'Blood': 151}"
WAKFU,215080,Ankama Studio,Ankama Games,5889,1762,"1,000,000 .. 2,000,000",826,0,184,0,0,0,0,312,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Strategy","{'Free to Play': 605, 'Massively Multiplayer': 440, 'RPG': 421, 'Turn-Based Strategy': 369, 'MMORPG': 331, 'Strategy': 313, 'Turn-Based': 297, 'Adventure': 284, 'Anime': 252, 'Open World': 214, 'Tactical': 205, 'Multiplayer': 178, 'Fantasy': 146, 'Isometric': 128, '2D': 122, 'Sandbox': 113, 'Co-op': 103, 'Cartoon': 90, 'Indie': 88, 'Casual': 83}"
Squad,393380,Offworld Industries,Offworld Industries,65525,9606,"1,000,000 .. 2,000,000",6359,1396,964,777,4999,4999,0,4922,"Action, Indie, Strategy","{'Military': 1221, 'FPS': 1146, 'Realistic': 1135, 'Multiplayer': 1100, 'Tactical': 1015, 'Shooter': 874, 'War': 798, 'Team-Based': 762, 'Action': 626, 'First-Person': 585, 'Strategy': 562, 'Simulation': 525, 'Open World': 465, 'Early Access': 415, 'Co-op': 391, 'Massively Multiplayer': 379, 'Atmospheric': 281, 'Walking Simulator': 256, 'Indie': 240, 'Singleplayer': 141}"
Overcooked! 2,728880,"Ghost Town Games Ltd., Team17",Team17,24100,2620,"1,000,000 .. 2,000,000",546,86,298,107,2499,2499,0,2754,"Action, Casual, Indie","{'Multiplayer': 462, 'Online Co-Op': 401, 'Local Co-Op': 388, 'Casual': 339, 'Co-op': 334, 'Funny': 274, 'Indie': 251, 'Action': 210, '4 Player Local': 195, 'Family Friendly': 156, 'Local Multiplayer': 155, 'Controller': 133, 'Cute': 119, 'Comedy': 113, 'Singleplayer': 93, 'Simulation': 91, 'Difficult': 90, 'Cooking': 80, 'Colorful': 79, 'Strategy': 75}"
NBA 2K18,577800,Visual Concepts,2K,5489,13317,"1,000,000 .. 2,000,000",13875,0,7762,0,5999,5999,0,360,"Simulation, Sports","{'Sports': 247, 'Basketball': 241, 'Gambling': 120, 'Multiplayer': 115, 'Simulation': 108, 'Singleplayer': 67, 'Realistic': 25, 'Local Multiplayer': 12, 'Great Soundtrack': 8, 'Free to Play': 6, 'Competitive': 6, 'Walking Simulator': 5, 'Shooter': 5, 'Survival': 5, 'FPS': 5}"
"Warhammer 40,000: Dawn of War - Game of the Year Edition",4570,Relic Entertainment,SEGA,5570,285,"1,000,000 .. 2,000,000",393,0,176,0,1299,1299,0,89,Strategy,"{'Strategy': 357, 'Warhammer 40K': 289, 'RTS': 273, 'Base-Building': 166, 'Sci-fi': 150, 'Multiplayer': 135, 'Real-Time': 120, 'Games Workshop': 118, 'Tactical': 108, 'Singleplayer': 103, 'War': 67, 'Classic': 57, 'Action': 57, 'Gore': 34, 'Fantasy': 26, 'Great Soundtrack': 25, 'Epic': 23, 'Story Rich': 22, 'Futuristic': 19, 'Mod': 5}"
Planet Coaster,493340,"Frontier Developments, Aspyr (Mac)","Frontier Developments, Aspyr (Mac)",40049,4203,"1,000,000 .. 2,000,000",732,37,306,40,1124,4499,75,1855,"Action, Adventure, Casual, Simulation, Strategy","{'Simulation': 1094, 'Building': 1017, 'Management': 842, 'Family Friendly': 832, 'Sandbox': 786, 'Relaxing': 572, 'Strategy': 563, 'Great Soundtrack': 558, 'Realistic': 557, 'Funny': 557, 'Atmospheric': 551, 'Economy': 549, 'Colorful': 544, 'Singleplayer': 538, 'Third Person': 538, 'City Builder': 305, 'Casual': 296, 'First-Person': 286, 'God Game': 280, '3D': 277}"
Brothers - A Tale of Two Sons,225080,Starbreeze Studios AB,505 Games,34760,1922,"1,000,000 .. 2,000,000",172,198,129,230,1499,1499,0,28,"Action, Adventure, Indie","{'Adventure': 893, 'Atmospheric': 661, 'Story Rich': 546, 'Controller': 528, 'Indie': 505, 'Emotional': 445, 'Puzzle': 412, 'Short': 390, 'Fantasy': 378, 'Singleplayer': 317, 'Beautiful': 247, 'Great Soundtrack': 204, 'Action': 145, 'Local Co-Op': 131, 'Platformer': 115, 'Third Person': 114, 'Multiplayer': 108, 'Casual': 107, '3D Vision': 50, 'Walking Simulator': 45}"
Broforce,274190,Free Lives,Devolver Digital,40161,1184,"1,000,000 .. 2,000,000",673,43,375,43,1499,1499,0,371,"Action, Adventure, Casual, Indie","{'America': 1190, 'Action': 987, 'Pixel Graphics': 816, 'Co-op': 790, '2D': 742, 'Platformer': 668, 'Local Co-Op': 657, 'Indie': 610, 'Multiplayer': 589, 'Shooter': 453, 'Side Scroller': 424, 'Funny': 413, 'Retro': 399, 'Local Multiplayer': 388, 'Gore': 384, 'Comedy': 346, 'Adventure': 326, 'Arcade': 298, 'Casual': 258, 'Epic': 136}"
Far Cry 4,298110,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft,26931,6183,"1,000,000 .. 2,000,000",1606,84,1090,167,2999,2999,0,855,"Action, Adventure","{'Open World': 1741, 'Action': 1317, 'FPS': 1190, 'Co-op': 986, 'Adventure': 973, 'Shooter': 952, 'First-Person': 910, 'Multiplayer': 843, 'Singleplayer': 702, 'Hunting': 660, 'Stealth': 630, 'Atmospheric': 565, 'Survival': 555, 'Online Co-Op': 514, 'Story Rich': 455, 'Exploration': 434, 'Crafting': 355, 'Sandbox': 296, 'RPG': 264, 'Action RPG': 247}"
STAR WARS - Knights of the Old Republic,32370,"BioWare, Aspyr (Mac)","LucasArts, Aspyr (Mac), Disney, Lucasfilm",19855,2070,"1,000,000 .. 2,000,000",882,126,344,126,999,999,0,358,"Adventure, RPG","{'RPG': 1015, 'Sci-fi': 567, 'Story Rich': 537, 'Singleplayer': 511, 'Classic': 490, 'Adventure': 376, 'Party-Based RPG': 358, 'Real-Time with Pause': 313, 'Third Person': 269, 'Choices Matter': 256, 'Action': 218, 'Exploration': 197, 'Space': 188, 'Fantasy': 177, 'Atmospheric': 162, 'Turn-Based': 150, 'Great Soundtrack': 144, 'Moddable': 136, 'Female Protagonist': 99, 'Open World': 59}"
Albion Online,761890,Sandbox Interactive GmbH,Sandbox Interactive GmbH,22525,6332,"1,000,000 .. 2,000,000",1926,1832,168,2441,0,0,0,4235,"Free to Play, Massively Multiplayer, RPG","{'Free to Play': 543, 'MMORPG': 499, 'Massively Multiplayer': 477, 'Open World': 468, 'RPG': 322, 'Sandbox': 319, 'Crafting': 298, 'Multiplayer': 239, 'PvP': 210, 'Survival': 177, 'PvE': 141, 'Medieval': 122, 'Economy': 119, 'Loot': 94, 'Fantasy': 83, 'Strategy': 77, 'Co-op': 66, 'Difficult': 63, 'Singleplayer': 59, 'Action': 59}"
STAR WARS Knights of the Old Republic II - The Sith Lords,208580,"Obsidian Entertainment, Aspyr (Mac, Linux, &amp; Windows Update)","LucasArts, Disney, Lucasfilm, Aspyr (Mac, Linux)",15292,1166,"1,000,000 .. 2,000,000",1490,279,758,473,999,999,0,449,RPG,"{'RPG': 734, 'Story Rich': 461, 'Sci-fi': 412, 'Singleplayer': 364, 'Classic': 310, 'Real-Time with Pause': 241, 'Choices Matter': 235, 'Adventure': 233, 'Party-Based RPG': 229, 'Character Customization': 182, 'Moddable': 177, 'Third Person': 161, 'Multiple Endings': 158, 'Space': 154, 'Atmospheric': 143, 'Female Protagonist': 137, 'Turn-Based Combat': 125, 'Action': 124, 'Turn-Based': 71, 'Great Soundtrack': 38}"
Mass Effect,17460,BioWare,Electronic Arts,14010,888,"1,000,000 .. 2,000,000",894,0,659,0,1999,1999,0,226,"Action, RPG","{'RPG': 1101, 'Sci-fi': 1032, 'Story Rich': 799, 'Action': 647, 'Space': 597, 'Third-Person Shooter': 596, 'Singleplayer': 585, 'Great Soundtrack': 382, 'Choices Matter': 377, 'Third Person': 369, 'Character Customization': 281, 'Shooter': 270, 'Female Protagonist': 268, 'Adventure': 259, 'Romance': 244, 'Atmospheric': 241, 'Open World': 240, 'Real-Time with Pause': 228, 'Action RPG': 225, 'Immersive': 154}"
Surgeon Simulator,233720,Bossa Studios,Bossa Studios,12118,2571,"1,000,000 .. 2,000,000",276,0,165,0,999,999,0,22,"Action, Indie, Simulation","{'Medical Sim': 1008, 'Simulation': 603, 'Comedy': 466, 'Indie': 425, 'Difficult': 316, 'Intentionally Awkward Controls': 312, 'Funny': 311, 'Singleplayer': 271, 'Gore': 206, 'Physics': 171, 'Blood': 169, 'First-Person': 128, 'Dark Humor': 108, 'Casual': 107, 'VR': 100, 'Action': 89, 'Aliens': 77, 'Great Soundtrack': 64, 'Puzzle': 56, 'Realistic': 52}"
UNO,470220,Ubisoft Entertainment,Ubisoft Entertainment,20289,7516,"1,000,000 .. 2,000,000",359,253,242,253,999,999,0,390,Casual,"{'Card Game': 322, 'Tabletop': 292, 'Multiplayer': 286, 'Board Game': 213, 'Casual': 211, 'Family Friendly': 145, 'Funny': 100, 'Strategy': 93, 'Co-op': 67, 'Online Co-Op': 58, 'Classic': 48, 'Singleplayer': 47, 'Replay Value': 24, 'Team-Based': 23, 'Local Multiplayer': 19, 'Cult Classic': 18, 'Crime': 14, 'Action': 11, 'World War I': 8, 'Battle Royale': 6}"
The Elder Scrolls: Legends,364470,"Sparkypants Studios, LLC",Bethesda Softworks,7002,2435,"1,000,000 .. 2,000,000",730,0,222,0,0,0,0,318,Free to Play,"{'Free to Play': 250, 'Card Game': 228, 'Trading Card Game': 112, 'Multiplayer': 110, 'Strategy': 110, 'Fantasy': 78, 'Singleplayer': 74, 'Great Soundtrack': 27, 'Board Game': 27, 'Tactical': 17, 'Story Rich': 16, 'Atmospheric': 15, 'Casual': 9, 'Dark Fantasy': 9, 'Action': 9, 'Nudity': 8, 'Turn-Based': 6}"
Metro Exodus,412020,4A Games,Deep Silver ,41727,5617,"1,000,000 .. 2,000,000",774,487,600,450,3999,3999,0,2057,Action,"{'Post-apocalyptic': 1020, 'Action': 838, 'Atmospheric': 836, 'FPS': 811, 'Story Rich': 810, 'Open World': 785, 'Singleplayer': 769, 'First-Person': 699, 'Survival': 660, 'Shooter': 576, 'Horror': 567, 'Adventure': 508, 'Stealth': 494, 'Exploration': 426, 'Great Soundtrack': 395, 'Survival Horror': 374, 'Violent': 292, 'Psychological Horror': 221, 'Gore': 221, 'Sci-fi': 220}"
Street Fighter V,310950,Capcom,Capcom,17923,11876,"1,000,000 .. 2,000,000",2635,104,376,104,799,1999,60,2316,Action,"{'Fighting': 710, 'Action': 373, '2D Fighter': 319, 'Multiplayer': 317, 'Competitive': 288, 'Arcade': 257, 'Local Multiplayer': 204, 'e-sports': 159, 'Anime': 117, '2.5D': 105, 'Controller': 93, 'Great Soundtrack': 81, 'Singleplayer': 79, 'Classic': 63, '2D': 54, 'Early Access': 47, 'Female Protagonist': 35, 'Nudity': 30, 'Funny': 21, 'Memes': 18}"
Ori and the Blind Forest,261570,Moon Studios GmbH,Xbox Game Studios,42291,1973,"1,000,000 .. 2,000,000",523,78,392,78,0,0,0,359,Action,"{'Great Soundtrack': 1772, 'Atmospheric': 1409, 'Platformer': 1211, 'Adventure': 1092, 'Story Rich': 994, 'Metroidvania': 909, 'Fantasy': 878, 'Cute': 834, '2D': 818, 'Singleplayer': 733, 'Difficult': 597, 'Action': 497, 'Indie': 474, 'Puzzle-Platformer': 428, 'Puzzle': 418, 'Exploration': 397, 'Side Scroller': 300, 'Family Friendly': 272, 'Open World': 266, 'RPG': 229}"
F.E.A.R.,21090,"Monolith Productions, Inc., Timegate",Warner Bros. Interactive Entertainment,8869,569,"1,000,000 .. 2,000,000",173,0,120,0,5499,5499,0,34,Action,"{'Horror': 486, 'FPS': 455, 'Action': 324, 'Bullet Time': 268, 'Classic': 199, 'Singleplayer': 189, 'Shooter': 164, 'Atmospheric': 160, 'Gore': 134, 'First-Person': 115, 'Psychological Horror': 86, 'Dark': 80, 'Story Rich': 76, 'Sci-fi': 69, 'Great Soundtrack': 43, 'Survival Horror': 28, 'Thriller': 16, 'Adventure': 16, 'Old School': 14, 'Survival': 9}"
America's Army: Proving Grounds,203290,U.S. Army,U.S. Army,7628,2059,"2,000,000 .. 5,000,000",1601,0,43,0,0,0,0,137,"Action, Free to Play","{'Free to Play': 793, 'FPS': 513, 'Action': 425, 'Multiplayer': 418, 'Military': 389, 'Shooter': 387, 'Tactical': 298, 'First-Person': 288, 'Singleplayer': 179, 'America': 176, 'War': 170, 'Open World': 164, 'Realistic': 154, 'Co-op': 153, 'Simulation': 153, 'Strategy': 145, 'Massively Multiplayer': 115, 'Survival': 104, 'Adventure': 80, 'Atmospheric': 69}"
Resident Evil 5,21690,Capcom,Capcom,18004,2672,"1,000,000 .. 2,000,000",778,618,643,618,1999,1999,0,438,"Action, Adventure","{'Action': 444, 'Zombies': 426, 'Co-op': 409, 'Third-Person Shooter': 317, 'Horror': 292, 'Co-op Campaign': 282, 'Online Co-Op': 265, 'Adventure': 235, 'Third Person': 178, 'Multiplayer': 175, 'Survival Horror': 169, 'Shooter': 164, 'Singleplayer': 150, 'Local Co-Op': 104, 'Female Protagonist': 103, 'Survival': 94, 'Quick-Time Events': 92, 'Gore': 89, 'Atmospheric': 52, '3D Vision': 49}"
Hitman: Blood Money,6860,Io-Interactive A/S,Io-Interactive A/S,8228,520,"1,000,000 .. 2,000,000",222,0,75,0,999,999,0,94,Action,"{'Stealth': 434, 'Action': 260, 'Assassin': 182, 'Singleplayer': 181, 'Third Person': 170, 'Classic': 156, 'Great Soundtrack': 101, 'Third-Person Shooter': 85, 'Cult Classic': 83, 'Sandbox': 79, 'Puzzle': 77, 'Replay Value': 62, 'Crime': 61, 'Shooter': 59, 'Atmospheric': 55, 'Difficult': 49, 'First-Person': 44, 'Strategy': 42, 'Dark': 38, 'Simulation': 23}"
Mad Max,234140,Avalanche Studios,Warner Bros. Interactive Entertainment,50404,4843,"1,000,000 .. 2,000,000",1548,106,1220,106,1999,1999,0,650,"Action, Adventure","{'Open World': 1239, 'Vehicular Combat': 1152, 'Action': 1069, 'Post-apocalyptic': 1025, 'Driving': 755, 'Singleplayer': 685, 'Survival': 671, 'Third Person': 603, 'Adventure': 576, 'Automobile Sim': 505, 'Exploration': 477, 'Racing': 449, 'Atmospheric': 433, 'Story Rich': 327, 'Sandbox': 297, 'Shooter': 288, 'RPG': 285, 'Third-Person Shooter': 282, 'Multiplayer': 253, 'War': 201}"
Wolfenstein II: The New Colossus,612880,Machine Games,Bethesda Softworks,20626,5955,"1,000,000 .. 2,000,000",933,1,781,1,3999,3999,0,509,Action,"{'Action': 287, 'FPS': 277, 'Gore': 218, 'Singleplayer': 212, 'Violent': 207, 'Alternate History': 200, 'First-Person': 187, 'Shooter': 179, 'World War II': 157, 'Story Rich': 156, 'Nudity': 103, 'Sci-fi': 93, 'Atmospheric': 89, 'Stealth': 87, 'Comedy': 86, 'Adventure': 79, 'Great Soundtrack': 71, 'Dystopian ': 69, 'Open World': 37, 'Multiplayer': 32}"
Titanfall 2,1237970,Respawn Entertainment,Electronic Arts,47059,1793,"1,000,000 .. 2,000,000",792,123,497,145,989,2999,67,3233,Action,"{'FPS': 640, 'Multiplayer': 572, 'Action': 541, 'Shooter': 533, 'Mechs': 485, 'Singleplayer': 471, 'Sci-fi': 451, 'First-Person': 421, 'Parkour': 404, 'Futuristic': 388, 'PvP': 351, 'Military': 268, 'Combat': 249, 'Team-Based': 217, 'Time Travel': 197, 'Hero Shooter': 151, 'Violent': 138, 'Fast-Paced': 117, 'Gore': 102, 'Co-op': 42}"
HELLDIVERS Dive Harder Edition,394510,Arrowhead Game Studios,"PlayStation Mobile, Inc.",17388,1554,"1,000,000 .. 2,000,000",1163,22,447,22,1999,1999,0,449,Action,"{'Co-op': 317, 'Online Co-Op': 302, 'Local Co-Op': 207, 'Twin Stick Shooter': 206, 'Top-Down Shooter': 191, 'Multiplayer': 172, 'Action': 172, 'Sci-fi': 144, '4 Player Local': 127, 'Comedy': 119, 'Top-Down': 111, 'Funny': 103, 'Shooter': 98, 'Space': 88, 'Difficult': 76, 'Strategy': 74, 'Mechs': 66, 'Survival': 57, 'Isometric': 57, 'Hack and Slash': 37}"
Magicka 2,238370,Pieces Interactive,Paradox Interactive,7658,1724,"1,000,000 .. 2,000,000",266,380,168,380,1499,1499,0,84,"Action, Adventure","{'Magic': 380, 'Co-op': 345, 'Adventure': 314, 'Comedy': 261, 'Multiplayer': 253, 'Action': 236, 'Funny': 192, 'Online Co-Op': 186, 'Local Co-Op': 90, 'RPG': 88, 'Atmospheric': 88, 'Team-Based': 88, 'PvP': 76, 'Open World': 71, 'Fantasy': 69, 'Local Multiplayer': 55, 'Memes': 47, 'Singleplayer': 46, 'Gore': 42, 'Isometric': 23}"
Murderous Pursuits,638070,Blazing Griffin,Blazing Griffin,1695,975,"1,000,000 .. 2,000,000",647,0,312,0,999,999,0,6,"Action, Indie, Simulation, Strategy","{'Action': 1467, 'Simulation': 72, 'Indie': 67, 'Strategy': 63, 'Stealth': 48, 'Multiplayer': 43, 'Mystery': 37, 'Assassin': 35, 'Third Person': 22}"
Medal of Honor,47790,Electronic Arts,Electronic Arts,4505,1720,"1,000,000 .. 2,000,000",190,0,177,0,1999,1999,0,22,Action,"{'FPS': 254, 'Action': 210, 'Shooter': 173, 'Military': 146, 'Singleplayer': 133, 'Multiplayer': 133, 'First-Person': 117, 'War': 97, 'Modern': 73, 'Co-op': 44, 'Realistic': 41, 'America': 37, 'Mature': 33, 'Linear': 33, 'Stealth': 28, 'Controller': 24, 'Atmospheric': 11, 'Open World': 10, 'Strategy': 5, 'VR': 5}"
Kingdom: Classic,368230,"Noio, Licorice",Raw Fury,14793,1627,"1,000,000 .. 2,000,000",250,0,228,0,0,0,0,87,"Indie, Simulation, Strategy","{'Strategy': 728, 'Pixel Graphics': 394, 'Survival': 323, 'Colony Sim': 311, '2D': 297, 'Medieval': 263, 'Indie': 234, 'Singleplayer': 225, 'Tower Defense': 224, 'Side Scroller': 168, 'Resource Management': 153, 'Great Soundtrack': 131, 'City Builder': 122, 'Simulation': 119, 'Rogue-like': 104, 'Atmospheric': 95, 'Casual': 90, 'Adventure': 79, 'Difficult': 71, 'Action': 56}"
DiRT Rally,310560,"Codemasters Racing Studio, Feral Interactive (Linux), Feral Interactive (Mac)","Codemasters, Feral Interactive (Linux), Feral Interactive (Mac)",29910,4328,"1,000,000 .. 2,000,000",557,61,155,61,1999,1999,0,272,"Racing, Simulation, Sports","{'Racing': 900, 'Simulation': 578, 'Automobile Sim': 522, 'Driving': 414, 'Multiplayer': 376, 'Realistic': 361, 'Offroad': 355, 'Difficult': 260, 'Singleplayer': 251, 'VR': 229, 'Sports': 214, 'First-Person': 129, 'Action': 85, 'Atmospheric': 80, 'Fast-Paced': 66, 'Co-op': 56, 'TrackIR': 50, '3D Vision': 49, 'Open World': 46, 'Family Friendly': 42}"
Vindictus,212160,devCAT,NEXON Korea Corp. &amp; NEXON America Inc.,4683,1978,"1,000,000 .. 2,000,000",1386,0,202,0,0,0,0,38,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","{'Free to Play': 285, 'Hack and Slash': 182, 'Massively Multiplayer': 179, 'RPG': 174, 'Action': 163, 'MMORPG': 150, 'Adventure': 91, 'Character Customization': 90, 'Nudity': 83, 'Third Person': 72, 'Multiplayer': 71, 'Co-op': 69, 'Action RPG': 62, 'PvP': 48, 'Fantasy': 47, 'Open World': 39, 'Singleplayer': 34, 'Gore': 31, 'Violent': 31, 'Fast-Paced': 30}"
Game Dev Tycoon,239820,Greenheart Games,Greenheart Games,33517,1635,"1,000,000 .. 2,000,000",759,0,499,0,999,999,0,157,"Casual, Indie, Simulation, Strategy","{'Simulation': 1354, 'Management': 1341, 'Indie': 881, 'Strategy': 681, 'Casual': 644, 'Singleplayer': 560, 'Economy': 426, '2D': 337, 'Moddable': 262, 'Addictive': 226, 'Replay Value': 209, 'Sandbox': 186, 'GameMaker': 180, 'Funny': 167, 'Difficult': 89, 'Point & Click': 84, 'Great Soundtrack': 80, 'Comedy': 68, 'Touch-Friendly': 66, 'Isometric': 62}"
Radical Heights,809960,Boss Key Productions,Boss Key Productions,6096,4008,"1,000,000 .. 2,000,000",143,0,26,0,0,0,0,0,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, Early Access","{'Battle Royale': 307, 'Free to Play': 223, 'Action': 160, 'Massively Multiplayer': 140, 'Multiplayer': 133, 'Survival': 123, 'Early Access': 111, 'Adventure': 111, 'Indie': 110, 'Third-Person Shooter': 110, 'Shooter': 89, 'Open World': 81, '1980s': 65, 'PvP': 58, 'Character Customization': 50, 'FPS': 41, 'Memes': 34, 'Co-op': 18, 'Anime': 12, 'BMX': 11}"
Scribblenauts Unlimited,218680,5th Cell Media,Warner Bros. Interactive Entertainment,8518,652,"1,000,000 .. 2,000,000",338,0,212,0,1999,1999,0,45,"Adventure, Casual, Strategy","{'Puzzle': 472, 'Casual': 400, 'Adventure': 378, 'Family Friendly': 344, 'Sandbox': 341, 'Singleplayer': 326, '2D': 270, 'Funny': 222, 'Comedy': 184, 'Open World': 181, 'Cute': 149, 'Education': 139, 'Strategy': 137, 'Fantasy': 122, 'Moddable': 107, 'Platformer': 83, 'Multiplayer': 68, 'Replay Value': 68, 'Action': 65, 'Indie': 61}"
Project Zomboid,108600,The Indie Stone,The Indie Stone,31256,3642,"1,000,000 .. 2,000,000",2863,30,438,30,1499,1499,0,1478,"Indie, RPG, Simulation, Early Access","{'Survival': 1727, 'Zombies': 1521, 'Open World': 1147, 'Open World Survival Craft': 1107, 'Sandbox': 943, 'Multiplayer': 837, 'Post-apocalyptic': 697, 'Indie': 675, 'Crafting': 643, 'Simulation': 627, 'RPG': 575, 'Co-op': 570, 'Building': 563, 'Survival Horror': 450, 'Early Access': 362, 'Isometric': 352, 'Realistic': 343, 'Singleplayer': 325, '2D': 297, 'Adventure': 257}"
Resident Evil 3,952060,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",33643,10775,"1,000,000 .. 2,000,000",918,2310,590,2310,5999,5999,0,908,Action,"{'Action': 374, 'Zombies': 237, 'Horror': 228, 'Female Protagonist': 202, 'Multiplayer': 200, 'Survival Horror': 193, 'Remake': 171, 'Singleplayer': 169, 'Gore': 148, 'Third Person': 137, 'Violent': 125, 'Co-op': 116, 'Third-Person Shooter': 106, 'Atmospheric': 97, 'Story Rich': 96, 'Adventure': 83, 'Classic': 79, 'Great Soundtrack': 56, 'Difficult': 52, 'Sexual Content': 44}"
