name,appid,developer,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,genre,tags
Fallout: New Vegas,22380,Obsidian Entertainment,Bethesda Softworks,115356,4375,"2,000,000 .. 5,000,000",2937,673,818,1147,999,999,0,3537,"Action, RPG","{'Open World': 3587, 'RPG': 3442, 'Post-apocalyptic': 3157, 'Singleplayer': 2163, 'Moddable': 1945, 'Exploration': 1577, 'First-Person': 1570, 'Action': 1545, 'Story Rich': 1513, 'Adventure': 1345, 'Sci-fi': 1239, 'FPS': 1219, 'Western': 1085, 'Atmospheric': 1082, 'Action RPG': 982, 'Survival': 939, 'Sandbox': 898, 'Character Customization': 895, 'Shooter': 788, 'Third Person': 498}"
Arma 2: Operation Arrowhead,33930,Bohemia Interactive,Bohemia Interactive,19294,1600,"2,000,000 .. 5,000,000",2771,0,306,0,1999,1999,0,340,"Action, Simulation, Strategy","{'Simulation': 473, 'Military': 308, 'Action': 286, 'Multiplayer': 261, 'Tactical': 239, 'Strategy': 235, 'Realistic': 223, 'Shooter': 197, 'FPS': 184, 'Open World': 179, 'War': 149, 'Moddable': 130, 'Co-op': 110, 'Sandbox': 107, 'Team-Based': 103, 'First-Person': 100, 'Singleplayer': 97, 'Modern': 81, 'Difficult': 78, 'Third Person': 72}"
Divinity: Original Sin 2 - Definitive Edition,435150,Larian Studios,Larian Studios,110536,4538,"2,000,000 .. 5,000,000",4451,1031,2530,1612,4499,4499,0,6865,"Adventure, RPG, Strategy","{'RPG': 2551, 'Choices Matter': 1397, 'Turn-Based Combat': 1366, 'Open World': 1329, 'Story Rich': 1308, 'Co-op Campaign': 1299, 'Party-Based RPG': 1269, 'Character Customization': 1269, 'Multiplayer': 1266, 'Fantasy': 1248, 'Crafting': 1233, 'CRPG': 1223, 'Isometric': 1204, 'Moddable': 1189, 'Strategy': 1184, 'Turn-Based': 1182, 'PvP': 1180, 'Turn-Based Tactics': 1179, 'Female Protagonist': 1133, 'Co-op': 1131}"
Team Fortress Classic,20,Valve,Valve,4737,823,"1,000,000 .. 2,000,000",72,0,23,0,499,499,0,32,Action,"{'Action': 738, 'FPS': 300, 'Multiplayer': 253, 'Classic': 226, 'Hero Shooter': 207, 'Shooter': 201, 'Team-Based': 183, 'Class-Based': 175, 'First-Person': 163, ""1990's"": 126, 'Old School': 101, 'Co-op': 88, 'Competitive': 64, 'Fast-Paced': 57, 'Retro': 51, 'Online Co-Op': 50, 'Violent': 40, 'Mod': 34, 'Funny': 33, 'Remake': 33}"
Sea of Thieves,1172620,Rare Ltd,Xbox Game Studios,88700,9821,"2,000,000 .. 5,000,000",2153,596,945,278,3999,3999,0,11997,"Action, Adventure","{'Adventure': 557, 'Multiplayer': 466, 'Action': 458, 'Pirates': 457, 'Open World': 457, 'Co-op': 372, 'Sailing': 308, 'Online Co-Op': 305, 'PvP': 302, 'First-Person': 259, 'Exploration': 205, 'Naval': 187, 'Funny': 178, 'PvE': 164, 'Atmospheric': 145, 'Massively Multiplayer': 140, 'Swordplay': 128, 'Great Soundtrack': 124, 'FPS': 110, 'Singleplayer': 81}"
MORDHAU,629760,Triternion,Triternion,69319,14179,"2,000,000 .. 5,000,000",2126,333,788,421,2999,2999,0,2234,"Action, Indie","{'Medieval': 1960, 'Multiplayer': 1951, 'First-Person': 1938, 'Online Co-Op': 1278, 'PvP': 1274, 'Swordplay': 1271, 'Action': 1268, 'Gore': 1266, 'Fighting': 869, 'PvE': 845, 'Team-Based': 827, 'Third Person': 823, 'Character Customization': 820, 'Hack and Slash': 806, 'Realistic': 797, 'Competitive': 795, 'FPS': 788, 'Historical': 786, 'Survival': 784, 'Indie': 783}"
Cry of Fear,223710,Team Psykskallar,Team Psykskallar,27415,4521,"2,000,000 .. 5,000,000",138,0,55,0,0,0,0,191,"Action, Adventure, Indie","{'Horror': 1806, 'Free to Play': 1173, 'Multiplayer': 904, 'Co-op': 881, 'Survival Horror': 869, 'Psychological Horror': 661, 'Action': 550, 'Atmospheric': 512, 'Online Co-Op': 483, 'Indie': 478, 'First-Person': 462, 'Adventure': 409, 'Zombies': 409, 'Psychological': 393, 'FPS': 375, 'Singleplayer': 371, 'Survival': 352, 'Shooter': 325, 'Mod': 217, 'Massively Multiplayer': 93}"
Subnautica,264710,Unknown Worlds Entertainment,Unknown Worlds Entertainment,148579,6346,"2,000,000 .. 5,000,000",1756,187,911,187,2999,2999,0,2682,"Adventure, Indie","{'Open World Survival Craft': 5709, 'Survival': 5700, 'Open World': 4692, 'Exploration': 4499, 'Underwater': 4240, 'Crafting': 4050, 'Base-Building': 3678, 'Singleplayer': 3402, 'Horror': 3390, 'Adventure': 3211, 'First-Person': 3120, 'Sci-fi': 2605, 'Sandbox': 2384, 'Aliens': 2196, 'Atmospheric': 2141, 'Survival Horror': 1415, 'Action': 1412, 'Early Access': 1356, 'Indie': 1217, 'Multiplayer': 1192}"
DOOM,379720,id Software,Bethesda Softworks,134410,7008,"2,000,000 .. 5,000,000",899,104,595,135,1999,1999,0,1001,Action,"{'FPS': 2564, 'Gore': 2155, 'Action': 2094, 'Shooter': 1730, 'Demons': 1686, 'Great Soundtrack': 1596, 'First-Person': 1533, 'Multiplayer': 1314, 'Singleplayer': 1300, 'Fast-Paced': 1273, 'Sci-fi': 1102, 'Horror': 967, 'Classic': 890, 'Atmospheric': 877, 'Blood': 653, 'Difficult': 639, 'Remake': 491, 'Zombies': 415, 'Co-op': 354, 'Violent': 173}"
Torchlight II,200710,Runic Games,Runic Games,35734,2395,"2,000,000 .. 5,000,000",1046,0,601,0,1999,1999,0,395,"Action, Adventure, Indie, RPG","{'RPG': 1437, 'Action RPG': 1351, 'Hack and Slash': 1233, 'Dungeon Crawler': 968, 'Loot': 956, 'Co-op': 948, 'Fantasy': 769, 'Online Co-Op': 621, 'Multiplayer': 603, 'Action': 602, 'Adventure': 599, 'Singleplayer': 503, 'Indie': 462, 'Moddable': 360, 'Character Customization': 262, 'Isometric': 225, 'Replay Value': 211, 'Steampunk': 151, 'Atmospheric': 133, 'Cartoon': 124}"
XCOM 2,268500,"Firaxis Games, Feral Interactive (Mac), Feral Interactive (Linux)","2K, Feral Interactive (Mac), Feral Interactive (Linux)",54061,9180,"2,000,000 .. 5,000,000",5790,478,1881,586,480,5999,92,6600,Strategy,"{'Strategy': 1545, 'Turn-Based': 1328, 'Tactical': 1112, 'Turn-Based Strategy': 1092, 'Aliens': 881, 'Turn-Based Tactics': 844, 'Sci-fi': 831, 'Character Customization': 696, 'Singleplayer': 592, 'Difficult': 530, 'Multiplayer': 490, 'Moddable': 392, 'RPG': 386, 'Perma Death': 363, 'Futuristic': 349, 'Action': 341, 'Atmospheric': 330, 'Great Soundtrack': 224, 'Co-op': 135, 'Open World': 66}"
STAR WARS: The Old Republic,1286830,BioWare,Electronic Arts,19535,2147,"2,000,000 .. 5,000,000",1161,231,322,338,0,0,0,3998,"Free to Play, Massively Multiplayer, RPG","{'Free to Play': 273, 'MMORPG': 207, 'Multiplayer': 194, 'Character Customization': 188, 'Open World': 187, 'RPG': 185, 'Massively Multiplayer': 183, 'Story Rich': 173, 'Sci-fi': 148, 'Choices Matter': 147, 'Adventure': 144, 'Action': 138, 'PvP': 123, 'Space': 123, 'Third Person': 122, 'Atmospheric': 117, 'Action RPG': 97, 'Party-Based RPG': 91, 'CRPG': 70, 'Great Soundtrack': 69}"
Undertale,391540,tobyfox,tobyfox,141207,5278,"2,000,000 .. 5,000,000",847,123,269,169,999,999,0,905,"Indie, RPG","{'Great Soundtrack': 9460, 'Story Rich': 8473, 'Choices Matter': 7801, 'Multiple Endings': 7164, 'Funny': 7152, 'Pixel Graphics': 6977, 'RPG': 6773, 'Singleplayer': 6507, 'Indie': 5428, 'Comedy': 5016, '2D': 4640, 'Replay Value': 4368, 'Cute': 3783, 'Bullet Hell': 3765, 'Memes': 3183, 'Retro': 2948, 'Dark': 2470, 'Psychological Horror': 2090, 'Dating Sim': 1894, 'Horror': 1211}"
LIMBO,48000,Playdead,Playdead,35686,2409,"2,000,000 .. 5,000,000",176,0,120,0,999,999,0,139,"Action, Adventure, Indie","{'Puzzle-Platformer': 1662, 'Indie': 1205, 'Platformer': 1017, 'Puzzle': 1015, 'Dark': 921, 'Atmospheric': 860, 'Adventure': 664, '2D': 655, 'Singleplayer': 635, 'Horror': 559, 'Surreal': 301, 'Short': 265, 'Side Scroller': 242, 'Difficult': 216, 'Physics': 184, 'Minimalist': 184, 'Action': 154, 'Casual': 133, 'Cinematic': 128, 'Controller': 88}"
Hades,1145360,Supergiant Games,Supergiant Games,123886,1426,"2,000,000 .. 5,000,000",1955,354,1321,312,2499,2499,0,11113,"Action, Indie, RPG","{'Action Roguelike': 684, 'Action': 449, 'Indie': 448, 'RPG': 398, 'Rogue-lite': 393, 'Hack and Slash': 320, 'Rogue-like': 264, 'Great Soundtrack': 262, 'Singleplayer': 258, 'Dungeon Crawler': 255, 'Mythology': 250, 'Story Rich': 222, 'Replay Value': 204, 'Isometric': 152, 'Difficult': 147, 'Action RPG': 139, 'Hand-drawn': 116, 'Atmospheric': 110, 'Dating Sim': 74, 'Perma Death': 50}"
Grand Theft Auto IV: The Complete Edition,12210,"Rockstar North, Rockstar Toronto",Rockstar Games,56884,21767,"2,000,000 .. 5,000,000",1272,50,684,66,1999,1999,0,1845,"Action, Adventure","{'Open World': 2138, 'Action': 1749, 'Automobile Sim': 1248, 'Multiplayer': 1116, 'Third Person': 1024, 'Adventure': 976, 'Crime': 976, 'Third-Person Shooter': 750, 'Singleplayer': 750, 'Sandbox': 747, 'Moddable': 716, 'Shooter': 636, 'Physics': 554, 'Atmospheric': 433, 'Funny': 406, 'Classic': 402, 'Dark Humor': 374, 'Gore': 364, 'Co-op': 335, 'Satire': 287}"
Company of Heroes 2,231430,"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",58204,16184,"5,000,000 .. 10,000,000",1456,284,279,284,1999,1999,0,4641,Strategy,"{'Strategy': 8221, 'World War II': 1574, 'RTS': 1388, 'Multiplayer': 781, 'Tactical': 708, 'Historical': 638, 'War': 582, 'Military': 545, 'Singleplayer': 501, 'Co-op': 333, 'Online Co-Op': 305, 'Tanks': 270, 'Action': 255, 'Real-Time': 243, 'Base-Building': 240, 'Real-Time with Pause': 157, 'Atmospheric': 151, 'Simulation': 135, 'Great Soundtrack': 124, 'Adventure': 37}"
The Expendabros,312990,Free Lives,Devolver Digital,16314,471,"2,000,000 .. 5,000,000",105,868,57,868,0,0,0,53,"Action, Adventure, Free to Play, Indie","{'Free to Play': 856, 'Action': 568, 'Pixel Graphics': 435, '2D': 430, 'Multiplayer': 405, 'Local Co-Op': 341, 'Shooter': 329, 'Co-op': 287, 'Local Multiplayer': 239, 'Platformer': 233, 'Indie': 225, 'Adventure': 209, 'Singleplayer': 205, 'Funny': 186, 'America': 171, 'Side Scroller': 153, 'Controller': 153, 'Comedy': 142, 'Classic': 107, 'Open World': 81}"
Middle-earth: Shadow of War,356190,Monolith Productions,WB Games,47235,7985,"2,000,000 .. 5,000,000",2540,312,1492,471,4999,4999,0,2574,"Action, Adventure, RPG","{'Open World': 887, 'Action': 660, 'RPG': 595, 'Fantasy': 547, 'Singleplayer': 533, 'Adventure': 500, 'Violent': 444, 'Third Person': 424, 'Gore': 386, 'Stealth': 379, 'War': 324, 'Story Rich': 313, 'Action RPG': 290, 'Hack and Slash': 276, 'Dark Fantasy': 261, 'Medieval': 248, 'Magic': 226, 'Atmospheric': 220, 'Strategy': 209, 'Great Soundtrack': 177}"
World of Guns: Gun Disassembly,262410,Noble Empire Corp.,Noble Empire Corp.,13270,2730,"1,000,000 .. 2,000,000",140,2,34,2,0,0,0,135,"Free to Play, Indie, Simulation","{'Free to Play': 614, 'Simulation': 513, 'Gun Customization': 308, 'Shooter': 263, 'Education': 232, 'Singleplayer': 176, 'Puzzle': 168, 'FPS': 141, 'Military': 122, 'Realistic': 120, 'Action': 112, 'Indie': 101, 'Multiplayer': 92, 'Historical': 90, 'First-Person': 75, 'Casual': 66, 'Sandbox': 65, 'America': 50, 'Funny': 37, 'Strategy': 13}"
Saints Row 2,9480,Volition,Deep Silver,11499,3327,"2,000,000 .. 5,000,000",835,0,104,0,999,999,0,75,Action,"{'Open World': 544, 'Action': 406, 'Character Customization': 289, 'Sandbox': 280, 'Third-Person Shooter': 258, 'Comedy': 243, 'Co-op': 224, 'Third Person': 180, 'Crime': 175, 'Singleplayer': 172, 'Online Co-Op': 149, 'Multiplayer': 139, 'Shooter': 130, 'Funny': 130, 'Co-op Campaign': 113, 'Replay Value': 109, 'Female Protagonist': 106, 'Great Soundtrack': 104, 'Moddable': 83, 'Adventure': 78}"
Counter-Strike Nexon: Studio,273110,"Valve Corporation, Nexon Korea Corporation",Nexon Korea Corporation,25022,13003,"5,000,000 .. 10,000,000",629,0,42,0,0,0,0,626,"Action, Casual, Free to Play, Massively Multiplayer","{'Free to Play': 2792, 'Zombies': 2141, 'Multiplayer': 1314, 'Sandbox': 1249, 'FPS': 1221, 'Shooter': 1195, 'Action': 1069, 'Gore': 792, 'First-Person': 784, 'Co-op': 710, 'PvP': 654, 'Online Co-Op': 651, 'Massively Multiplayer': 644, 'Singleplayer': 643, 'PvE': 641, 'Mod': 638, 'Funny': 634, 'Walking Simulator': 634, 'Indie': 630, 'Horror': 627}"
Red Orchestra 2: Heroes of Stalingrad with Rising Storm,35450,Tripwire Interactive,Tripwire Interactive,31442,2525,"2,000,000 .. 5,000,000",964,110,273,110,999,999,0,306,"Action, Massively Multiplayer, Simulation","{'Realistic': 951, 'World War II': 803, 'FPS': 740, 'Multiplayer': 588, 'Historical': 530, 'Action': 517, 'Tactical': 457, 'First-Person': 403, 'Shooter': 389, 'Military': 345, 'Team-Based': 323, 'War': 296, 'Simulation': 234, 'Atmospheric': 225, 'Tanks': 184, 'Singleplayer': 168, 'Gore': 168, 'Difficult': 161, 'Co-op': 157, 'Strategy': 156}"
Call of Duty: Black Ops II,202970,Treyarch,Activision,30215,5133,"2,000,000 .. 5,000,000",391,85,185,85,5999,5999,0,155,Action,"{'Action': 1375, 'Multiplayer': 1305, 'FPS': 1212, 'Shooter': 867, 'First-Person': 636, 'Singleplayer': 583, 'Co-op': 561, 'War': 491, 'Online Co-Op': 453, 'Team-Based': 366, 'Futuristic': 347, 'Survival': 287, 'Controller': 251, 'Tactical': 229, 'Adventure': 224, 'Great Soundtrack': 213, 'Sci-fi': 207, 'Massively Multiplayer': 200, 'Horror': 171, 'Atmospheric': 170}"
Rise of the Tomb Raider,391220,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux), Nixxes software","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",86546,5670,"2,000,000 .. 5,000,000",1125,31,857,39,2999,2999,0,2204,"Action, Adventure","{'Adventure': 1460, 'Action': 1112, 'Female Protagonist': 871, 'Singleplayer': 786, 'Third Person': 772, 'Exploration': 752, 'Open World': 687, 'Action-Adventure': 683, 'Story Rich': 648, 'Survival': 630, 'Puzzle': 561, 'Stealth': 473, 'Atmospheric': 452, 'Third-Person Shooter': 429, 'Parkour': 378, 'Shooter': 368, 'RPG': 280, 'Great Soundtrack': 235, 'Quick-Time Events': 220, 'Multiplayer': 172}"
Block N Load,299360,"Toadman Interactive, Artplant",Toadman Interactive,11966,3335,"2,000,000 .. 5,000,000",453,0,74,0,0,0,0,20,"Action, Free to Play, Massively Multiplayer, Strategy","{'Free to Play': 786, 'Action': 515, 'Multiplayer': 494, 'FPS': 462, 'Shooter': 427, 'Building': 416, 'First-Person': 300, 'Strategy': 290, 'Team-Based': 266, 'Base-Building': 264, 'Class-Based': 243, 'PvP': 218, 'Destruction': 217, 'Sandbox': 201, 'Massively Multiplayer': 196, 'Funny': 156, 'MOBA': 137, 'Voxel': 132, 'Comedy': 109, 'Gore': 85}"
Defiance,224600,Trion Worlds,Trion Worlds,9599,2985,"2,000,000 .. 5,000,000",830,0,208,0,0,0,0,12,"Action, Free to Play, Massively Multiplayer, RPG","{'Free to Play': 1234, 'Looter Shooter': 712, 'Open World': 650, 'Action': 633, 'Massively Multiplayer': 616, 'Multiplayer': 506, 'Third-Person Shooter': 476, 'RPG': 424, 'Shooter': 401, 'Co-op': 399, 'Sci-fi': 355, 'Survival': 268, 'FPS': 254, 'Post-apocalyptic': 245, 'Online Co-Op': 242, 'Adventure': 218, 'Third Person': 209, 'MMORPG': 208, 'Singleplayer': 181, 'First-Person': 165}"
Guns of Icarus Online,209080,Muse Games,Muse Games,13244,1381,"2,000,000 .. 5,000,000",341,0,296,0,499,499,0,6,"Action, Adventure, Indie, Simulation","{'Steampunk': 2085, 'Team-Based': 494, 'Multiplayer': 461, 'Co-op': 375, 'Action': 311, 'Tactical': 292, 'Indie': 251, 'Competitive': 223, 'Simulation': 169, 'Adventure': 148, 'Flight': 134, 'FPS': 126, 'Online Co-Op': 116, 'Strategy': 112, 'PvP': 109, 'First-Person': 94, 'Shooter': 86, 'Class-Based': 78, 'Kickstarter': 51, 'Massively Multiplayer': 43}"
Stick Fight: The Game,674940,Landfall West,Landfall,63517,4705,"2,000,000 .. 5,000,000",504,90,250,87,499,499,0,544,"Action, Casual, Indie","{'Multiplayer': 800, 'Funny': 706, 'Fighting': 561, 'Action': 478, 'Local Multiplayer': 423, '2D Fighter': 405, '4 Player Local': 356, 'PvP': 340, '2D': 321, 'Casual': 294, 'Physics': 281, 'Indie': 248, 'Shooter': 238, 'Online Co-Op': 235, 'Local Co-Op': 213, 'Controller': 185, 'Co-op': 156, 'Great Soundtrack': 150, 'Split Screen': 131, 'Strategy': 114}"
DISTRAINT: Deluxe Edition,395170,Jesse Makkonen,Jesse Makkonen,8839,629,"2,000,000 .. 5,000,000",238,0,243,0,499,499,0,7,"Adventure, Casual, Indie","{'Indie': 4492, 'Psychological Horror': 180, 'Horror': 179, 'Pixel Graphics': 149, '2D': 138, 'Adventure': 126, 'Story Rich': 103, 'Atmospheric': 87, 'Singleplayer': 85, 'Dark': 67, 'Puzzle': 55, 'Psychological': 48, 'Short': 32, 'Mystery': 32, 'Side Scroller': 29, 'Dark Humor': 28, 'Emotional': 27, 'Point & Click': 25, 'Narration': 20, 'Gore': 20}"
Call of Duty: Black Ops II,202990,Treyarch,Activision,27100,4790,"2,000,000 .. 5,000,000",3790,0,892,0,5999,5999,0,0,Action,"{'Action': 1311, 'Multiplayer': 1240, 'FPS': 1154, 'Shooter': 826, 'First-Person': 602, 'Singleplayer': 532, 'Co-op': 512, 'War': 466, 'Online Co-Op': 418, 'Team-Based': 351, 'Futuristic': 335, 'Survival': 268, 'Controller': 228, 'Tactical': 215, 'Adventure': 213, 'Great Soundtrack': 206, 'Sci-fi': 198, 'Massively Multiplayer': 191, 'Atmospheric': 163, 'Horror': 158}"
Factorio,427520,Wube Software LTD.,Wube Software LTD.,109496,1198,"2,000,000 .. 5,000,000",6992,534,2700,705,3000,3000,0,10013,"Casual, Indie, Simulation, Strategy","{'Automation': 3409, 'Base-Building': 3131, 'Resource Management': 2715, 'Sandbox': 2296, 'Crafting': 2092, 'Strategy': 1747, 'Multiplayer': 1567, 'Survival': 1538, 'Management': 1393, 'Open World': 1381, 'Casual': 1135, 'Co-op': 1133, '2D': 1101, 'Building': 1084, 'Moddable': 1014, 'Singleplayer': 1000, 'Pixel Graphics': 995, 'Simulation': 990, 'City Builder': 988, 'Trains': 976}"
Dishonored,205100,Arkane Studios,Bethesda Softworks,55374,1506,"2,000,000 .. 5,000,000",786,2,577,3,999,999,0,564,"Action, Adventure","{'Stealth': 2569, 'First-Person': 1619, 'Action': 1536, 'Steampunk': 1526, 'Assassin': 1489, 'Singleplayer': 1313, 'Atmospheric': 1206, 'Story Rich': 1013, 'Adventure': 881, 'Multiple Endings': 871, 'Dark': 833, 'Magic': 772, 'Dystopian ': 689, 'FPS': 572, 'RPG': 540, 'Replay Value': 451, 'Fantasy': 367, 'Open World': 310, 'Immersive Sim': 248, 'Shooter': 189}"
Tomb Raider,203160,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",176017,6793,"5,000,000 .. 10,000,000",641,426,467,362,1499,1499,0,1816,"Action, Adventure","{'Adventure': 2860, 'Action': 2501, 'Female Protagonist': 1711, 'Third Person': 1408, 'Singleplayer': 1292, 'Third-Person Shooter': 1118, 'Story Rich': 1111, 'Multiplayer': 1070, 'Exploration': 945, 'Quick-Time Events': 776, 'Action-Adventure': 735, 'Atmospheric': 728, 'Shooter': 675, 'Stealth': 663, 'Puzzle': 654, 'Cinematic': 497, 'Platformer': 410, 'RPG': 347, 'Reboot': 302, '3D Vision': 235}"
Spiral Knights,99900,"Grey Havens, LLC","Grey Havens, LLC",17966,3412,"200,000 .. 500,000",899,192,162,192,0,0,0,113,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG","{'Free to Play': 1141, 'Massively Multiplayer': 629, 'RPG': 606, 'Adventure': 592, 'Action': 525, 'Multiplayer': 504, 'Online Co-Op': 487, 'Dungeon Crawler': 401, 'Hack and Slash': 325, 'Co-op': 302, 'MMORPG': 302, 'Cute': 250, 'Great Soundtrack': 203, 'Action RPG': 194, 'Sci-fi': 172, 'Open World': 170, 'Casual': 158, 'Singleplayer': 140, 'Indie': 135, 'Anime': 75}"
Darkest Dungeon,262060,Red Hook Studios,Red Hook Studios,79167,8406,"2,000,000 .. 5,000,000",1366,30,604,41,2499,2499,0,4158,"Indie, RPG, Strategy","{'Turn-Based Combat': 1982, 'Dark Fantasy': 1724, 'Dungeon Crawler': 1647, 'RPG': 1524, 'Rogue-like': 1489, 'Lovecraftian': 1404, 'Difficult': 1230, 'Turn-Based': 904, 'Singleplayer': 843, 'Perma Death': 791, 'Strategy': 759, 'Atmospheric': 741, 'Dark': 707, 'Indie': 601, '2D': 556, 'Rogue-lite': 541, 'Horror': 486, 'Gothic': 394, 'Fantasy': 393, 'Kickstarter': 214}"
Deep Rock Galactic,548430,Ghost Ship Games,Coffee Stain Publishing,72868,2269,"2,000,000 .. 5,000,000",2007,458,715,486,2999,2999,0,5120,Action,"{'Co-op': 930, 'Multiplayer': 680, 'Class-Based': 679, 'FPS': 668, 'Action': 618, 'PvE': 600, 'Loot': 597, 'Online Co-Op': 583, 'First-Person': 572, 'Procedural Generation': 563, 'Looter Shooter': 560, 'Shooter': 560, 'Combat': 552, 'Atmospheric': 544, 'Sci-fi': 526, 'Dark': 525, 'Exploration': 518, 'Action Roguelike': 514, 'Singleplayer': 506, 'Survival': 406}"
Fishing Planet,380600,Fishing Planet LLC,Fishing Planet LLC,20743,4557,"2,000,000 .. 5,000,000",552,190,63,190,0,0,0,1759,"Free to Play, Massively Multiplayer, Simulation, Sports","{'Fishing': 790, 'Free to Play': 717, 'Simulation': 460, 'Multiplayer': 452, 'Sports': 283, 'Massively Multiplayer': 244, 'Relaxing': 232, 'Realistic': 219, 'First-Person': 185, 'Co-op': 176, 'Open World': 151, 'Singleplayer': 138, 'Early Access': 125, 'Online Co-Op': 108, 'Family Friendly': 80, 'Casual': 70, 'Adventure': 70, 'FPS': 51, 'Action': 50, 'MMORPG': 47}"
Borderlands: The Pre-Sequel,261640,"2K Australia, Gearbox Software, Aspyr (Linux)","2K, Aspyr (Linux)",27373,6574,"2,000,000 .. 5,000,000",1124,121,527,121,1199,3999,70,366,"Action, RPG","{'Looter Shooter': 1546, 'Co-op': 1466, 'FPS': 1418, 'Action': 1292, 'Comedy': 1215, 'Loot': 1180, 'RPG': 1043, 'Open World': 970, 'Multiplayer': 894, 'Shooter': 863, 'Funny': 837, 'Online Co-Op': 777, 'First-Person': 739, 'Space': 690, 'Adventure': 670, 'Sci-fi': 557, 'Action RPG': 528, 'Singleplayer': 475, 'Memes': 456, 'Atmospheric': 417}"
POSTAL 2,223470,Running With Scissors,Running With Scissors,52553,2403,"1,000,000 .. 2,000,000",404,41,185,81,999,999,0,282,"Action, Adventure, Indie","{'Open World': 1501, 'Third Person': 1490, 'First-Person': 1490, 'Violent': 1488, 'Mature': 1486, 'Comedy': 1472, 'Funny': 1463, 'Sandbox': 1456, 'Dark Humor': 1452, 'Moddable': 1442, 'Gore': 1026, 'FPS': 1001, 'Action': 911, 'Dark Comedy': 733, 'Singleplayer': 720, 'Shooter': 711, 'Multiplayer': 709, 'Classic': 709, 'Adventure': 709, 'Satire': 455}"
